0ad: 48 total files, 0 missing files
libnetfilter_conntrack: 19 total files, 0 missing files
libnewt: 243 total files, 0 missing files
libnfnetlink: 12 total files, 0 missing files
libnfs: 30 total files, 0 missing files
libnftnl: 22 total files, 0 missing files
libnghttp2: 15 total files, 0 missing files
libnl: 246 total files, 0 missing files
libnm: 268 total files, 0 missing files
libnma: 307 total files, 0 missing files
libnotify: 45 total files, 0 missing files
libnsl: 22 total files, 0 missing files
libnss_nis: 5 total files, 0 missing files
libnumbertext: 68 total files, 0 missing files
libodfgen: 103 total files, 0 missing files
libogg: 112 total files, 0 missing files
libomxil-bellagio: 67 total files, 0 missing files
libopenmpt: 38 total files, 0 missing files
liborcus: 123 total files, 0 missing files
libp11-kit: 240 total files, 0 missing files
libpagemaker: 209 total files, 0 missing files
libpaper: 104 total files, 0 missing files
libpcap: 123 total files, 0 missing files
libpciaccess: 13 total files, 0 missing files
libpgm: 32 total files, 0 missing files
libpipeline: 80 total files, 0 missing files
libplacebo: 42 total files, 0 missing files
libplist: 38 total files, 0 missing files
libpng: 34 total files, 0 missing files
libpng12: 15 total files, 0 missing files
libproxy: 34 total files, 0 missing files
libpsl: 37 total files, 0 missing files
libpulse: 99 total files, 0 missing files
libqalculate: 317 total files, 0 missing files
libqxp: 349 total files, 0 missing files
libraqm: 31 total files, 0 missing files
libraw: 39 total files, 0 missing files
libraw1394: 24 total files, 0 missing files
libreoffice-fresh: 12202 total files, 0 missing files
libressl: 629 total files, 0 missing files
librevenge: 468 total files, 0 missing files
librsvg: 70 total files, 0 missing files
libsamplerate: 40 total files, 0 missing files
libsasl: 54 total files, 0 missing files
libsavitar: 25 total files, 0 missing files
libseccomp: 54 total files, 0 missing files
libsecret: 266 total files, 0 missing files
libshout: 28 total files, 0 missing files
libsidplayfp: 33 total files, 0 missing files
libsigc++: 49 total files, 0 missing files
libsigsegv: 7 total files, 0 missing files
libsm: 21 total files, 0 missing files
libsndfile: 62 total files, 0 missing files
libsodium: 76 total files, 0 missing files
libsoup: 355 total files, 0 missing files
libsoup3: 328 total files, 0 missing files
libsoxr: 18 total files, 0 missing files
libspiro: 16 total files, 0 missing files
libspnav: 9 total files, 0 missing files
libssh: 22 total files, 0 missing files
libssh2: 188 total files, 0 missing files
libstaroffice: 1296 total files, 0 missing files
libstemmer: 11 total files, 0 missing files
libsynctex: 18 total files, 0 missing files
libsysprof-capture: 24 total files, 0 missing files
libtar: 88 total files, 0 missing files
libtasn1: 82 total files, 0 missing files
libteam: 119 total files, 0 missing files
libtermkey: 41 total files, 0 missing files
libthai: 29 total files, 0 missing files
libtheora: 104 total files, 0 missing files
libtiff: 261 total files, 0 missing files
libtirpc: 91 total files, 0 missing files
libtommath: 13 total files, 0 missing files
libtool: 77 total files, 0 missing files
libtorrent-ps: 74 total files, 0 missing files
libunistring: 55 total files, 0 missing files
libunrar: 10 total files, 0 missing files
libunwind: 68 total files, 0 missing files
libupnp: 66 total files, 0 missing files
liburcu: 231 total files, 0 missing files
liburing: 28 total files, 0 missing files
libusb: 16 total files, 0 missing files
libusb-compat: 11 total files, 0 missing files
libusbmuxd: 18 total files, 0 missing files
libutempter: 18 total files, 0 missing files
libutf8proc: 13 total files, 0 missing files
libuv: 27 total files, 0 missing files
libva: 65 total files, 0 missing files
libva-vdpau-driver: 6 total files, 0 missing files
libvdpau: 21 total files, 0 missing files
libvisio: 528 total files, 0 missing files
libvisual: 63 total files, 0 missing files
libvoikko: 29 total files, 0 missing files
libvorbis: 167 total files, 0 missing files
libvpx: 27 total files, 0 missing files
libvterm: 18 total files, 0 missing files
libwacom: 450 total files, 0 missing files
libwebp: 48 total files, 0 missing files
libwmf: 79 total files, 0 missing files
libwpd: 1355 total files, 0 missing files
libwpe: 27 total files, 0 missing files
libwpg: 150 total files, 0 missing files
libwps: 1023 total files, 0 missing files
libx11: 1264 total files, 0 missing files
libx86emu: 11 total files, 0 missing files
libxau: 25 total files, 0 missing files
libxaw: 143 total files, 0 missing files
libxcb: 2416 total files, 0 missing files
libxcomposite: 29 total files, 0 missing files
libxcrypt: 24 total files, 0 missing files
libxcursor: 52 total files, 0 missing files
libxcvt: 20 total files, 0 missing files
libxdamage: 15 total files, 0 missing files
libxdg-basedir: 14 total files, 0 missing files
libxdmcp: 17 total files, 0 missing files
libxext: 100 total files, 0 missing files
libxfce4ui: 294 total files, 0 missing files
libxfce4util: 253 total files, 0 missing files
libxfixes: 18 total files, 0 missing files
libxfont2: 15 total files, 0 missing files
libxft: 19 total files, 0 missing files
libxi: 97 total files, 0 missing files
libxinerama: 23 total files, 0 missing files
libxkbcommon: 39 total files, 0 missing files
libxkbcommon-x11: 19 total files, 0 missing files
libxkbfile: 20 total files, 0 missing files
libxklavier: 41 total files, 0 missing files
libxml2: 365 total files, 0 missing files
libxmlrpc: 132 total files, 0 missing files
libxmu: 45 total files, 0 missing files
libxnvctrl: 31 total files, 0 missing files
libxpm: 21 total files, 0 missing files
libxrandr: 32 total files, 0 missing files
libxrender: 18 total files, 0 missing files
libxshmfence: 14 total files, 0 missing files
libxslt: 210 total files, 0 missing files
libxss: 29 total files, 0 missing files
libxt: 340 total files, 0 missing files
libxtst: 33 total files, 0 missing files
libxv: 43 total files, 0 missing files
libxvmc: 23 total files, 0 missing files
libxxf86vm: 40 total files, 0 missing files
libyaml: 13 total files, 0 missing files
libyuv: 33 total files, 0 missing files
libzen: 53 total files, 0 missing files
libzip: 151 total files, 0 missing files
libzmf: 200 total files, 0 missing files
licenses: 63 total files, 0 missing files
lidarr: 460 total files, 0 missing files
lilv: 33 total files, 0 missing files
linssid: 20 total files, 0 missing files
linux: 6695 total files, 1 missing file
linux-api-headers: 977 total files, 0 missing files
linux-firmware: 2562 total files, 0 missing files
linux-firmware-whence: 5 total files, 0 missing files
linux-headers: 18290 total files, 0 missing files
linux-lts: 6643 total files, 1 missing file
linux-lts-headers: 18166 total files, 0 missing files
linux-zen: 6699 total files, 1 missing file
linux-zen-headers: 18306 total files, 0 missing files
lirc: 518 total files, 0 missing files
llvm-libs: 16 total files, 0 missing files
lm_sensors: 48 total files, 0 missing files
lmdb: 22 total files, 0 missing files
logrotate: 19 total files, 0 missing files
lpsolve: 31 total files, 0 missing files
lsb-release: 9 total files, 0 missing files
lshw: 63 total files, 0 missing files
lsof: 10 total files, 0 missing files
lsp-plugins: 547 total files, 0 missing files
lua: 40 total files, 0 missing files
lua52: 38 total files, 0 missing files
lua53: 39 total files, 0 missing files
luajit: 48 total files, 0 missing files
luit: 10 total files, 0 missing files
lutris: 755 total files, 0 missing files
lv2: 416 total files, 0 missing files
lvm2: 174 total files, 0 missing files
lxsession: 244 total files, 0 missing files
lz4: 24 total files, 0 missing files
lzo: 35 total files, 0 missing files
m4: 90 total files, 0 missing files
mailcap: 13 total files, 0 missing files
make: 101 total files, 0 missing files
man-db: 464 total files, 0 missing files
man-pages: 3634 total files, 0 missing files
mariadb: 488 total files, 0 missing files
mariadb-clients: 39 total files, 0 missing files
mariadb-libs: 239 total files, 0 missing files
mathjax: 120 total files, 0 missing files
maven: 95 total files, 0 missing files
mbedtls: 168 total files, 0 missing files
md4c: 27 total files, 0 missing files
mdadm: 41 total files, 0 missing files
med: 142 total files, 0 missing files
media-player-info: 266 total files, 0 missing files
mediainfo: 7 total files, 0 missing files
mesa: 77 total files, 0 missing files
mesa-demos: 341 total files, 0 missing files
mesa-utils: 9 total files, 0 missing files
meson: 688 total files, 0 missing files
metis: 12 total files, 0 missing files
minecraft-launcher: 11 total files, 0 missing files
miniupnpc: 28 total files, 0 missing files
minizip: 17 total files, 0 missing files
mirage: 69 total files, 0 missing files
mkinitcpio: 80 total files, 0 missing files
mkinitcpio-busybox: 4 total files, 0 missing files
mkpasswd: 7 total files, 0 missing files
mlocate: 141 total files, 0 missing files
mlt: 517 total files, 0 missing files
mobile-broadband-provider-info: 11 total files, 0 missing files
mono: 3850 total files, 0 missing files
moon-buggy: 9 total files, 0 missing files
movit: 102 total files, 0 missing files
mpc: 19 total files, 0 missing files
mpd: 76 total files, 0 missing files
mpfr: 30 total files, 0 missing files
mpg123: 38 total files, 0 missing files
mplayer: 43 total files, 0 missing files
mps-youtube: 136 total files, 0 missing files
mpv: 78 total files, 0 missing files
msgpack-c: 38 total files, 0 missing files
mtdev: 17 total files, 0 missing files
mujs: 24 total files, 0 missing files
mvnsh: 163 total files, 0 missing files
mycli: 216 total files, 0 missing files
mypaint-brushes1: 373 total files, 0 missing files
mysql-workbench: 1290 total files, 0 missing files
nano: 178 total files, 0 missing files
nasm: 30 total files, 0 missing files
ncurses: 3857 total files, 0 missing files
ndctl: 110 total files, 0 missing files
nemo: 174 total files, 0 missing files
nemo-compare: 18 total files, 0 missing files
nemo-fileroller: 5 total files, 0 missing files
nemo-image-converter: 9 total files, 0 missing files
nemo-preview: 225 total files, 0 missing files
nemo-python: 7 total files, 0 missing files
neofetch: 10 total files, 0 missing files
neon: 220 total files, 0 missing files
neovim-nightly-bin: 1710 total files, 0 missing files
nerd-fonts-complete-starship: 1323 total files, 0 missing files
net-snmp: 695 total files, 0 missing files
netcdf: 39 total files, 0 missing files
nethack: 36 total files, 0 missing files
netpbm: 750 total files, 0 missing files
nettle: 88 total files, 0 missing files
network-manager-applet: 138 total files, 0 missing files
networkmanager: 511 total files, 0 missing files
newsboat: 117 total files, 0 missing files
nginx-rtmp: 45 total files, 0 missing files
ninja: 24 total files, 0 missing files
nlopt: 90 total files, 0 missing files
nm-connection-editor: 263 total files, 0 missing files
nmap: 869 total files, 0 missing files
nmon: 3 total files, 0 missing files
node-gyp: 1025 total files, 0 missing files
nodejs-lts-gallium: 41 total files, 0 missing files
nodejs-nopt: 24 total files, 0 missing files
noto-fonts-cjk: 26 total files, 0 missing files
noto-fonts-emoji: 8 total files, 0 missing files
noto-fonts-tc: 9 total files, 0 missing files
npm: 2136 total files, 0 missing files
npth: 17 total files, 0 missing files
nspr: 72 total files, 0 missing files
nss: 141 total files, 0 missing files
ntfs-3g: 105 total files, 0 missing files
nvim-packer-git: 34 total files, 0 missing files
nvm: 11 total files, 0 missing files
nyancat: 12 total files, 0 missing files
oath-toolkit: 231 total files, 0 missing files
obs-studio: 1446 total files, 0 missing files
ocl-icd: 24 total files, 0 missing files
oniguruma: 32 total files, 0 missing files
openal: 43 total files, 0 missing files
opencascade: 8815 total files, 0 missing files
opencore-amr: 27 total files, 0 missing files
opencsg: 8 total files, 0 missing files
openexr: 204 total files, 0 missing files
openjpeg2: 525 total files, 0 missing files
openmpi: 843 total files, 0 missing files
openntpd: 28 total files, 0 missing files
openscad: 229 total files, 0 missing files
openssh: 58 total files, 0 missing files
openssl: 4119 total files, 0 missing files
openssl-1.0: 108 total files, 0 missing files
openvpn: 83 total files, 0 missing files
openvpn3: 107 total files, 0 missing files
optipng: 10 total files, 0 missing files
opus: 39 total files, 0 missing files
orc: 98 total files, 0 missing files
ostree: 158 total files, 0 missing files
oversteer: 64 total files, 0 missing files
p11-kit: 72 total files, 0 missing files
p7zip: 108 total files, 0 missing files
p8-platform: 31 total files, 0 missing files
pacman: 399 total files, 0 missing files
pacman-contrib: 35 total files, 0 missing files
pacman-mirrorlist: 3 total files, 0 missing files
pahole: 57 total files, 0 missing files
pam: 555 total files, 0 missing files
pam-u2f: 15 total files, 0 missing files
pambase: 8 total files, 0 missing files
pango: 84 total files, 0 missing files
pangomm: 73 total files, 0 missing files
parted: 125 total files, 0 missing files
patch: 7 total files, 0 missing files
pavucontrol: 164 total files, 0 missing files
pciutils: 26 total files, 0 missing files
pcre: 211 total files, 0 missing files
pcre2: 237 total files, 0 missing files
perl: 2821 total files, 0 missing files
perl-algorithm-diff: 19 total files, 0 missing files
perl-alien-build: 189 total files, 0 missing files
perl-alien-libxml2: 25 total files, 0 missing files
perl-anyevent: 74 total files, 0 missing files
perl-anyevent-i3: 17 total files, 0 missing files
perl-capture-tiny: 17 total files, 0 missing files
perl-class-method-modifiers: 18 total files, 0 missing files
perl-clone: 14 total files, 0 missing files
perl-common-sense: 15 total files, 0 missing files
perl-curses: 13 total files, 0 missing files
perl-data-optlist: 17 total files, 0 missing files
perl-dbi: 145 total files, 0 missing files
perl-devel-globaldestruction: 17 total files, 0 missing files
perl-encode-locale: 17 total files, 0 missing files
perl-error: 18 total files, 0 missing files
perl-ffi-checklib: 17 total files, 0 missing files
perl-file-chdir: 9 total files, 0 missing files
perl-file-listing: 17 total files, 0 missing files
perl-file-which: 17 total files, 0 missing files
perl-html-parser: 28 total files, 0 missing files
perl-html-tagset: 17 total files, 0 missing files
perl-http-cookies: 22 total files, 0 missing files
perl-http-daemon: 17 total files, 0 missing files
perl-http-date: 17 total files, 0 missing files
perl-http-message: 37 total files, 0 missing files
perl-http-negotiate: 17 total files, 0 missing files
perl-import-into: 16 total files, 0 missing files
perl-inc-latest: 20 total files, 0 missing files
perl-io-html: 17 total files, 0 missing files
perl-io-socket-ssl: 26 total files, 0 missing files
perl-json: 18 total files, 0 missing files
perl-json-xs: 23 total files, 0 missing files
perl-libwww: 70 total files, 0 missing files
perl-lwp-mediatypes: 18 total files, 0 missing files
perl-lwp-protocol-https: 20 total files, 0 missing files
perl-mailtools: 48 total files, 0 missing files
perl-module-build: 61 total files, 0 missing files
perl-module-runtime: 9 total files, 0 missing files
perl-moo: 32 total files, 0 missing files
perl-net-http: 24 total files, 0 missing files
perl-net-ssleay: 101 total files, 0 missing files
perl-parallel-forkmanager: 20 total files, 0 missing files
perl-params-util: 18 total files, 0 missing files
perl-parse-yapp: 29 total files, 0 missing files
perl-path-tiny: 17 total files, 0 missing files
perl-regexp-common: 90 total files, 0 missing files
perl-role-tiny: 19 total files, 0 missing files
perl-sub-exporter: 22 total files, 0 missing files
perl-sub-exporter-progressive: 19 total files, 0 missing files
perl-sub-install: 17 total files, 0 missing files
perl-sub-quote: 18 total files, 0 missing files
perl-term-animation: 20 total files, 0 missing files
perl-timedate: 63 total files, 0 missing files
perl-try-tiny: 20 total files, 0 missing files
perl-types-serialiser: 20 total files, 0 missing files
perl-uri: 81 total files, 0 missing files
perl-www-robotrules: 20 total files, 0 missing files
perl-xml-libxml: 66 total files, 0 missing files
perl-xml-namespacesupport: 9 total files, 0 missing files
perl-xml-parser: 57 total files, 0 missing files
perl-xml-sax: 35 total files, 0 missing files
perl-xml-sax-base: 14 total files, 0 missing files
perl-xml-writer: 20 total files, 0 missing files
php: 401 total files, 0 missing files
php-fpm: 21 total files, 0 missing files
physfs: 273 total files, 0 missing files
picom: 32 total files, 0 missing files
pinentry: 15 total files, 0 missing files
pipewire: 463 total files, 0 missing files
pipewire-media-session: 175 total files, 0 missing files
pixman: 15 total files, 0 missing files
pkcs11-helper: 35 total files, 0 missing files
pkgconf: 43 total files, 0 missing files
pkgfile: 29 total files, 0 missing files
playonlinux: 544 total files, 0 missing files
plotutils: 76 total files, 0 missing files
pmount-safe-removal: 127 total files, 0 missing files
podofo: 158 total files, 0 missing files
polkit: 207 total files, 0 missing files
polkit-qt5: 53 total files, 0 missing files
polyclipping: 13 total files, 0 missing files
poppler: 182 total files, 0 missing files
poppler-data: 282 total files, 0 missing files
poppler-glib: 84 total files, 0 missing files
poppler-qt5: 19 total files, 0 missing files
popt: 114 total files, 0 missing files
portaudio: 43 total files, 0 missing files
postgresql-libs: 225 total files, 0 missing files
postman-bin: 17135 total files, 0 missing files
potrace: 18 total files, 0 missing files
ppl: 33 total files, 0 missing files
procps-ng: 173 total files, 0 missing files
proj: 82 total files, 0 missing files
protobuf: 170 total files, 0 missing files
protontricks: 63 total files, 0 missing files
protonup-git: 33 total files, 0 missing files
psensor: 146 total files, 0 missing files
psmisc: 146 total files, 0 missing files
pstoedit: 59 total files, 0 missing files
pugixml: 20 total files, 0 missing files
pulseaudio: 355 total files, 0 missing files
pulseaudio-alsa: 4 total files, 0 missing files
pulseaudio-equalizer-ladspa: 53 total files, 0 missing files
pulsemixer: 18 total files, 0 missing files
purpose: 809 total files, 0 missing files
pwgen: 7 total files, 0 missing files
pygtk: 187 total files, 0 missing files
pyside2: 291 total files, 0 missing files
pyside2-tools: 8 total files, 0 missing files
python: 3369 total files, 0 missing files
python-apipkg: 21 total files, 0 missing files
python-appdirs: 17 total files, 0 missing files
python-apprise: 365 total files, 0 missing files
python-apsw: 10 total files, 0 missing files
python-argcomplete: 44 total files, 0 missing files
python-asttokens: 30 total files, 0 missing files
python-attrdict: 31 total files, 0 missing files
python-attrs: 87 total files, 0 missing files
python-babel: 888 total files, 0 missing files
python-backoff: 32 total files, 0 missing files
python-backports.csv: 20 total files, 0 missing files
python-bcrypt: 19 total files, 0 missing files
python-beautifulsoup4: 44 total files, 0 missing files
python-black: 121 total files, 0 missing files
python-brotlicffi: 27 total files, 0 missing files
python-cachecontrol: 53 total files, 0 missing files
python-cairo: 20 total files, 0 missing files
python-cashier: 10 total files, 0 missing files
python-cchardet: 20 total files, 0 missing files
python-certifi: 26 total files, 0 missing files
python-cffi: 71 total files, 0 missing files
python-chardet: 147 total files, 0 missing files
python-cli_helpers: 47 total files, 0 missing files
python-click: 68 total files, 0 missing files
python-colorama: 33 total files, 0 missing files
python-configargparse: 18 total files, 0 missing files
python-configobj: 34 total files, 0 missing files
python-contextlib2: 17 total files, 0 missing files
python-coverage: 141 total files, 0 missing files
python-cryptography: 297 total files, 0 missing files
python-css-parser: 178 total files, 0 missing files
python-cssselect: 24 total files, 0 missing files
python-cycler: 18 total files, 0 missing files
python-dateutil: 78 total files, 0 missing files
python-decorator: 19 total files, 0 missing files
python-defusedxml: 48 total files, 0 missing files
python-devtools: 38 total files, 0 missing files
python-distlib: 46 total files, 0 missing files
python-distro: 21 total files, 0 missing files
python-dnspython: 428 total files, 0 missing files
python-docopt: 17 total files, 0 missing files
python-docutils: 502 total files, 0 missing files
python-dotty-dict: 23 total files, 0 missing files
python-dulwich: 488 total files, 0 missing files
python-entrypoints: 14 total files, 0 missing files
python-evdev: 47 total files, 0 missing files
python-executing: 22 total files, 0 missing files
python-feedparser: 118 total files, 0 missing files
python-flask: 85 total files, 0 missing files
python-fonttools: 881 total files, 0 missing files
python-future: 681 total files, 0 missing files
python-gitdb: 102 total files, 0 missing files
python-gitpython: 145 total files, 0 missing files
python-gobject: 101 total files, 0 missing files
python-greenlet: 101 total files, 0 missing files
python-halo: 27 total files, 0 missing files
python-hid: 15 total files, 0 missing files
python-hjson: 122 total files, 0 missing files
python-html2text: 30 total files, 0 missing files
python-html5-parser: 31 total files, 0 missing files
python-html5lib: 125 total files, 0 missing files
python-idna: 40 total files, 0 missing files
python-ifaddr: 31 total files, 0 missing files
python-importlib-metadata: 36 total files, 0 missing files
python-iniconfig: 21 total files, 0 missing files
python-isodate: 69 total files, 0 missing files
python-itsdangerous: 43 total files, 0 missing files
python-jeepney: 133 total files, 0 missing files
python-jellyfin-apiclient: 45 total files, 0 missing files
python-jinja: 93 total files, 0 missing files
python-jsonschema: 100 total files, 0 missing files
python-keyring: 106 total files, 0 missing files
python-keyutils: 15 total files, 0 missing files
python-kiwisolver: 10 total files, 0 missing files
python-log_symbols: 18 total files, 0 missing files
python-lxml: 139 total files, 0 missing files
python-markdown: 123 total files, 0 missing files
python-markupsafe: 25 total files, 0 missing files
python-matplotlib: 860 total files, 0 missing files
python-mccabe: 19 total files, 0 missing files
python-mechanize: 92 total files, 0 missing files
python-milc: 50 total files, 0 missing files
python-mock: 22 total files, 0 missing files
python-more-itertools: 25 total files, 0 missing files
python-mpv: 18 total files, 0 missing files
python-mpv-jsonipc: 13 total files, 0 missing files
python-msgpack: 27 total files, 0 missing files
python-mss: 104 total files, 0 missing files
python-multivolumefile: 20 total files, 0 missing files
python-mypy_extensions: 18 total files, 0 missing files
python-netifaces: 15 total files, 0 missing files
python-nose: 131 total files, 0 missing files
python-nose2: 345 total files, 0 missing files
python-numpy: 1772 total files, 0 missing files
python-oauthlib: 234 total files, 0 missing files
python-opencv-python: 70 total files, 0 missing files
python-ordered-set: 17 total files, 0 missing files
python-packaging: 35 total files, 0 missing files
python-pafy: 44 total files, 0 missing files
python-paramiko: 162 total files, 0 missing files
python-pathspec: 51 total files, 0 missing files
python-patiencediff: 24 total files, 0 missing files
python-pbr: 133 total files, 0 missing files
python-pep517: 46 total files, 0 missing files
python-pillow: 319 total files, 0 missing files
python-pip: 350 total files, 0 missing files
python-pivy: 114 total files, 0 missing files
python-platformdirs: 42 total files, 0 missing files
python-pluggy: 34 total files, 0 missing files
python-ply: 27 total files, 0 missing files
python-pmw: 390 total files, 0 missing files
python-progress: 30 total files, 0 missing files
python-prompt_toolkit: 497 total files, 0 missing files
python-protobuf: 160 total files, 0 missing files
python-psutil: 105 total files, 0 missing files
python-py: 129 total files, 0 missing files
python-py7zr: 54 total files, 0 missing files
python-pyaes: 23 total files, 0 missing files
python-pybluez: 29 total files, 0 missing files
python-pychm: 24 total files, 0 missing files
python-pycodestyle: 22 total files, 0 missing files
python-pycountry: 1144 total files, 0 missing files
python-pycparser: 69 total files, 0 missing files
python-pycryptodome: 453 total files, 0 missing files
python-pycryptodomex: 687 total files, 0 missing files
python-pycurl: 56 total files, 0 missing files
python-pyfiglet: 460 total files, 0 missing files
python-pyflakes: 92 total files, 0 missing files
python-pygments: 940 total files, 0 missing files
python-pyinotify: 13 total files, 0 missing files
python-pymysql: 76 total files, 0 missing files
python-pynacl: 108 total files, 0 missing files
python-pynest2d-git: 5 total files, 0 missing files
python-pynvim: 94 total files, 0 missing files
python-pyopenssl: 33 total files, 0 missing files
python-pyparsing: 52 total files, 0 missing files
python-pyperclip: 21 total files, 0 missing files
python-pyppmd: 23 total files, 0 missing files
python-pyqt5: 1045 total files, 0 missing files
python-pyqt5-sip: 11 total files, 0 missing files
python-pyqt5-webengine: 55 total files, 0 missing files
python-pyrsistent: 71 total files, 0 missing files
python-pyserial: 82 total files, 0 missing files
python-pysocks: 20 total files, 0 missing files
python-pytest: 227 total files, 0 missing files
python-pytest-runner: 19 total files, 0 missing files
python-pytz: 23 total files, 0 missing files
python-pyudev: 179 total files, 0 missing files
python-pyusb: 62 total files, 0 missing files
python-pyxdg: 50 total files, 0 missing files
python-pyzstd: 22 total files, 0 missing files
python-regex: 28 total files, 0 missing files
python-requests: 67 total files, 0 missing files
python-requests-oauthlib: 64 total files, 0 missing files
python-resolvelib: 46 total files, 0 missing files
python-retrying: 14 total files, 0 missing files
python-schedule: 14 total files, 0 missing files
python-scipy: 2442 total files, 0 missing files
python-secretstorage: 38 total files, 0 missing files
python-sentry_sdk: 219 total files, 0 missing files
python-setuptools: 348 total files, 0 missing files
python-setuptools-scm: 75 total files, 0 missing files
python-sgmllib3k: 13 total files, 0 missing files
python-shapely: 147 total files, 0 missing files
python-shiboken2: 38 total files, 0 missing files
python-shtab: 32 total files, 0 missing files
python-simplejson: 100 total files, 0 missing files
python-sip4: 16 total files, 0 missing files
python-six: 17 total files, 0 missing files
python-smmap: 51 total files, 0 missing files
python-soupsieve: 38 total files, 0 missing files
python-spinners: 18 total files, 0 missing files
python-sqlparse: 64 total files, 0 missing files
python-tabulate: 24 total files, 0 missing files
python-termcolor: 8 total files, 0 missing files
python-terminaltables: 47 total files, 0 missing files
python-texttable: 13 total files, 0 missing files
python-toml: 38 total files, 0 missing files
python-tomli: 28 total files, 0 missing files
python-tornado: 252 total files, 0 missing files
python-trimesh: 387 total files, 0 missing files
python-typing_extensions: 16 total files, 0 missing files
python-unrardll: 19 total files, 0 missing files
python-urllib3: 102 total files, 0 missing files
python-urwid: 103 total files, 0 missing files
python-vdf: 22 total files, 0 missing files
python-wcwidth: 32 total files, 0 missing files
python-webencodings: 25 total files, 0 missing files
python-websocket-client: 91 total files, 0 missing files
python-werkzeug: 177 total files, 0 missing files
python-wpm: 62 total files, 0 missing files
python-xlib: 214 total files, 0 missing files
python-yaml: 76 total files, 0 missing files
python-zeroconf: 92 total files, 0 missing files
python-zipp: 18 total files, 0 missing files
python2: 4752 total files, 0 missing files
python2-appdirs: 16 total files, 0 missing files
python2-asn1crypto: 84 total files, 0 missing files
python2-backports: 7 total files, 0 missing files
python2-cachecontrol: 51 total files, 0 missing files
python2-cairo: 19 total files, 0 missing files
python2-cffi: 70 total files, 0 missing files
python2-chardet: 144 total files, 0 missing files
python2-click: 65 total files, 0 missing files
python2-colorama: 32 total files, 0 missing files
python2-configparser: 25 total files, 0 missing files
python2-contextlib2: 16 total files, 0 missing files
python2-cryptography: 275 total files, 0 missing files
python2-distlib: 62 total files, 0 missing files
python2-distro: 20 total files, 0 missing files
python2-enum34: 27 total files, 0 missing files
python2-futures: 34 total files, 0 missing files
python2-gobject: 95 total files, 0 missing files
python2-gobject2: 125 total files, 0 missing files
python2-greenlet: 100 total files, 0 missing files
python2-html5lib: 119 total files, 0 missing files
python2-idna: 38 total files, 0 missing files
python2-importlib-metadata: 17 total files, 0 missing files
python2-ipaddress: 12 total files, 0 missing files
python2-msgpack: 23 total files, 0 missing files
python2-neovim-git: 91 total files, 0 missing files
python2-numpy: 925 total files, 0 missing files
python2-ordered-set: 16 total files, 0 missing files
python2-packaging: 34 total files, 0 missing files
python2-pathlib2: 18 total files, 0 missing files
python2-pep517: 44 total files, 0 missing files
python2-pip: 331 total files, 0 missing files
python2-ply: 26 total files, 0 missing files
python2-progress: 29 total files, 0 missing files
python2-pycparser: 67 total files, 0 missing files
python2-pyopenssl: 32 total files, 0 missing files
python2-pyparsing: 16 total files, 0 missing files
python2-requests: 66 total files, 0 missing files
python2-resolvelib: 44 total files, 0 missing files
python2-retrying: 13 total files, 0 missing files
python2-scandir: 17 total files, 0 missing files
python2-setuptools: 193 total files, 0 missing files
python2-six: 16 total files, 0 missing files
python2-toml: 37 total files, 0 missing files
python2-trollius: 105 total files, 0 missing files
python2-urllib3: 99 total files, 0 missing files
python2-webencodings: 24 total files, 0 missing files
python2-wxpython3: 1381 total files, 0 missing files
python2-zipp: 17 total files, 0 missing files
qhull: 135 total files, 0 missing files
qmk: 43 total files, 0 missing files
qpdf: 95 total files, 0 missing files
qrencode: 15 total files, 0 missing files
qscintilla-qt5: 93 total files, 0 missing files
qt5-base: 3861 total files, 0 missing files
qt5-declarative: 1055 total files, 0 missing files
qt5-graphicaleffects: 55 total files, 0 missing files
qt5-imageformats: 24 total files, 0 missing files
qt5-location: 397 total files, 0 missing files
qt5-multimedia: 375 total files, 0 missing files
qt5-networkauth: 55 total files, 0 missing files
qt5-quickcontrols: 433 total files, 0 missing files
qt5-quickcontrols2: 626 total files, 0 missing files
qt5-script: 192 total files, 0 missing files
qt5-sensors: 173 total files, 0 missing files
qt5-speech: 50 total files, 0 missing files
qt5-svg: 56 total files, 0 missing files
qt5-tools: 411 total files, 0 missing files
qt5-translations: 351 total files, 0 missing files
qt5-wayland: 398 total files, 0 missing files
qt5-webchannel: 48 total files, 0 missing files
qt5-webengine: 357 total files, 0 missing files
qt5-webkit: 134 total files, 0 missing files
qt5-websockets: 60 total files, 0 missing files
qt5-x11extras: 31 total files, 0 missing files
qt5-xmlpatterns: 441 total files, 0 missing files
qwt: 2393 total files, 0 missing files
radarr: 485 total files, 0 missing files
radeontop: 43 total files, 0 missing files
ragel: 15 total files, 0 missing files
ranger: 323 total files, 0 missing files
rapidjson: 87 total files, 0 missing files
raptor: 138 total files, 0 missing files
rasqal: 81 total files, 0 missing files
rav1e: 17 total files, 0 missing files
re2: 17 total files, 0 missing files
readline: 53 total files, 0 missing files
recode: 113 total files, 0 missing files
redland: 100 total files, 0 missing files
reflector: 23 total files, 0 missing files
reiserfsprogs: 37 total files, 0 missing files
rest: 71 total files, 0 missing files
rhash: 40 total files, 0 missing files
ripgrep: 24 total files, 0 missing files
rnnoise: 18 total files, 0 missing files
rofi: 69 total files, 0 missing files
rofi-calc: 8 total files, 0 missing files
